"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B","Transcript.stable.ID","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome/scaffold.name","Gene.name","MGI.symbol","ensembl.gene","gene.symbol","entrezID","refseqID","unigeneID","chrom","startsite","tiss.number","tissues","max.tissue"
"1","1415793_at",-0.636979283269698,9.13205226489155,-6.38677568442411,2.56036661994255e-06,8.88093123864116e-05,4.57515748047147,"ENSMUST00000153896","ENSMUSG00000018659","ENSMUSG00000018659.13","ENSMUST00000153896.2","11","Pnpo","Pnpo","ENSMUSG00000018659","Pnpo","103711","Mm.254704/Mm.446659","Mm.254704/Mm.446659","11","96937825","3","bone/bone_marrow/liver","liver"
"3","1415802_at",1.0186988715702,10.7305486501305,9.17454648195904,9.06809212524663e-09,7.48519351249789e-07,10.2619214590634,"ENSMUST00000046212","ENSMUSG00000032902","ENSMUSG00000032902.2","ENSMUST00000046212.2","3","Slc16a1","Slc16a1","ENSMUSG00000032902","Slc16a1","20501","Mm.9086/Mm.468394","Mm.9086/Mm.468394","3","104638668","5","bone_marrow/intestine_large/placenta/retinal_pigment_epithelium/stomach/thymocyte_DP_CD4+CD8+","retinal_pigment_epithelium"
"4","1415822_at",-0.263255413654401,11.7331263217171,-3.94219500708956,0.000753376223222479,0.00898129131925738,-1.10369569875777,"ENSMUST00000026221","ENSMUSG00000025203","ENSMUSG00000025203.7","ENSMUST00000026221.7","19","Scd2","Scd2","ENSMUSG00000025203","Scd2","20250","Mm.396983/Mm.397176/Mm.487021","Mm.396983/Mm.397176/Mm.487021","19","44293676","4","3T3-L1/amygdala/C3H_10T1_2/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/mast_cells/microglia/mIMCD-3/min6/neuro2a/nih_3T3/nucleus_accumbens/olfactory_bulb/osteoblast_day14/osteoblast_day5/osteoclasts/ovary/spinal_cord/umbilical_cord","spinal_cord"
"5","1415835_at",-0.257647897006105,5.9752475755178,-3.46194290869499,0.00234893383527096,0.0231902747532439,-2.21588406797331,"ENSMUST00000035273","ENSMUSG00000038891","ENSMUSG00000038891.4","ENSMUST00000035273.4","13","Prl3b1","Prl3b1","ENSMUSG00000038891","Prl3b1","18776",NA,NA,"13","27242430","5","adipose_white/bone/epidermis/mammary_gland__lact/placenta","placenta"
"6","1415856_at",1.75327584058397,9.27937553167532,19.9892850572192,4.36273630305987e-15,8.55435224200461e-12,24.4736971629246,"ENSMUST00000022242","ENSMUSG00000021728","ENSMUSG00000021728.9","ENSMUST00000022242.9","13","Emb","Emb","ENSMUSG00000021728","Emb","13723","Mm.274926/Mm.397844","Mm.274926/Mm.397844","13","117220625","2","common_myeloid_progenitor/dorsal_root_ganglia/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/granulocytes_mac1+gr1+/macrophage_peri_LPS_thio_0hrs/min6/neuro2a/osteoblast_day14/osteoblast_day21/osteoblast_day5/osteoclasts/pituitary/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","granulo_mono_progenitor"
"7","1415874_at",0.366788319475541,8.53841689879319,3.58840204181892,0.00174392890307997,0.0181954566031751,-1.92598793683635,"ENSMUST00000108107","ENSMUSG00000037211","ENSMUSG00000037211.13","ENSMUST00000108107.2","3","Spry1","Spry1","ENSMUSG00000037211","Spry1","24063","Mm.330986/Mm.474123","Mm.330986/Mm.474123","3","37639947","2","lens/lung/mIMCD-3/neuro2a/retinal_pigment_epithelium","mIMCD-3"
"10","1415878_at",-0.315493142551301,10.8206614724542,-3.60628379777476,0.00167181856179304,0.0175272167869009,-1.88479622443528,"ENSMUST00000033283","ENSMUSG00000030978","ENSMUSG00000030978.11","ENSMUST00000033283.10","7","Rrm1","Rrm1","ENSMUSG00000030978","Rrm1","20133","Mm.197486/Mm.415177","Mm.197486/Mm.415177","7","102441695","3","3T3-L1/Baf3/bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mIMCD-3/min6/neuro2a/nih_3T3/osteoblast_day14/osteoblast_day5/osteoclasts/RAW_264_7/thymocyte_DP_CD4+CD8+/umbilical_cord","bone_marrow"
"11","1415886_at",-0.248547820156453,7.32621410244925,-3.69668515373454,0.00134992423167938,0.0146226842438226,-1.67587272106697,"ENSMUST00000113242","ENSMUSG00000059013","ENSMUSG00000059013.13","ENSMUST00000113242.5","2","Sh2d3c","Sh2d3c","ENSMUSG00000059013","Sh2d3c","27387",NA,NA,"2","32721055","1","lung","lung"
"13","1415895_at",0.328352760734932,10.8414309703879,4.96978312843799,6.55176054015078e-05,0.0012383776951398,1.31997916211776,"ENSMUST00000098402","ENSMUSG00000102252","ENSMUSG00000102252.6","ENSMUST00000098402.5","7","Snrpn","Snrpn","ENSMUSG00000000948","Snrpn","20646","Mm.274995/Mm.390698","Mm.274995/Mm.390698","7","59982495","3","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/lens/nucleus_accumbens/olfactory_bulb/retina/retinal_pigment_epithelium/spinal_cord","amygdala"
"15","1415971_at",-0.607120440009702,11.7082260997556,-7.68405181095019,1.62962193699348e-07,8.97123586719418e-06,7.35220168592581,"ENSMUST00000092584","ENSMUSG00000069662","ENSMUSG00000069662.6","ENSMUST00000092584.6","10","Marcks","Marcks","ENSMUSG00000069662","Marcks","17118","Mm.30059/Mm.402667/Mm.409583/Mm.485179","Mm.30059/Mm.402667/Mm.409583/Mm.485179","10","37133375","2","3T3-L1/C3H_10T1_2/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/microglia/osteoblast_day14/osteoblast_day21/osteoblast_day5/umbilical_cord","osteoblast_day21"
"16","1415978_at",-1.08441859927602,8.52825427566286,-11.7030845645435,1.25035402040792e-10,2.14567330712634e-08,14.5484115745345,"ENSMUST00000071134","ENSMUSG00000062380","ENSMUSG00000062380.5","ENSMUST00000071134.4","8","Tubb3","Tubb3","ENSMUSG00000062380","Tubb3","22152","Mm.40068","Mm.40068","8","123411424","4","amygdala/C2C12/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/hippocampus/hypothalamus/min6/neuro2a/nucleus_accumbens/olfactory_bulb/osteoblast_day5/placenta/spinal_cord/testis","dorsal_root_ganglia"
"17","1415995_at",-0.525728975874321,9.28728461322679,-4.78942462685708,0.000100300059457908,0.00174424900774872,0.894915754893012,"ENSMUST00000029626","ENSMUSG00000027997","ENSMUSG00000027997.10","ENSMUST00000029626.9","3","Casp6","Casp6","ENSMUSG00000027997","Casp6","12368",NA,NA,"3","129901425","1","dendritic_cells_lymphoid_CD8a+/stomach","dendritic_cells_lymphoid_CD8a+"
"19","1416001_a_at",-0.27597377657351,9.25754131913583,-4.50215016710861,0.000198358552752291,0.00307975267261355,0.216125159738735,"ENSMUST00000168698","ENSMUSG00000031827","ENSMUSG00000031827.14","ENSMUST00000168698.2","8","Cotl1","Cotl1","ENSMUSG00000031827","Cotl1","72042","Mm.393405/Mm.408051","Mm.393405/Mm.408051","8","119809225","1","macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/microglia/osteoclasts/T-cells_CD8+","macrophage_bone_marrow_0hr"
"21","1416064_a_at",0.217338653926801,12.6256261576379,3.23219037006705,0.00401688331173543,0.0353974271294956,-2.73515096591087,"ENSMUST00000100171","ENSMUSG00000026864","ENSMUSG00000026864.14","ENSMUST00000100171.3","2","Hspa5","Hspa5","ENSMUSG00000026864","Hspa5","14828","Mm.330160","Mm.330160","2","34771970","1","macrophage_bone_marrow_24h_LPS/placenta","placenta"
"23","1416066_at",0.459739624681519,8.86489466391196,3.60006557673564,0.00169655474863108,0.0177579992228303,-1.89912553472096,"ENSMUST00000032492","ENSMUSG00000030342","ENSMUSG00000030342.9","ENSMUST00000032492.9","6","Cd9","Cd9","ENSMUSG00000030342","Cd9","12527","Mm.210676/Mm.470273","Mm.210676/Mm.470273","6","125460266","5","C2C12/dorsal_root_ganglia/epidermis/lung/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mammary_gland__lact/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/nih_3T3/osteoclasts/placenta/RAW_264_7","macrophage_peri_LPS_thio_0hrs"
"25","1416069_at",0.534050007456596,7.80166502639496,6.77768749886955,1.09065303411415e-06,4.39021508361627e-05,5.43516131877115,"ENSMUST00000142972","ENSMUSG00000021196","ENSMUSG00000021196.15","ENSMUST00000142972.2","13","Pfkp","Pfkp","ENSMUSG00000021196","Pfkp","56421","Mm.406927","Mm.406927","13","6579768","2","dorsal_root_ganglia/intestine_small/mast_cells","dorsal_root_ganglia"
"29","1416107_at",-0.318560180618005,8.67167924224591,-3.72034205921735,0.0012763296662699,0.0139646740834665,-1.62102468958445,"ENSMUST00000020537","ENSMUSG00000020297","ENSMUSG00000020297.11","ENSMUST00000020537.9","11","Nsg2","Nsg2","ENSMUSG00000020297","Nsg2","18197","Mm.3304/Mm.404915/Mm.446837/Mm.460377/Mm.467662/Mm.468882","Mm.3304/Mm.404915/Mm.446837/Mm.460377/Mm.467662/Mm.468882","11","32000463","5","adrenal_gland/amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/lymph_nodes/neuro2a/nucleus_accumbens/olfactory_bulb/pituitary/retina/retinal_pigment_epithelium/spinal_cord/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","dorsal_striatum"
