"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B","Transcript.stable.ID","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome/scaffold.name","Gene.name","MGI.symbol","ensembl.gene","gene.symbol","entrezID","refseqID","unigeneID","chrom","startsite","tiss.number","tissues","max.tissue"
"1","1415770_at",0.552828725693569,10.023080951377,3.90266508420219,0.000827703094140349,0.00986737089010825,-1.71326881241497,"ENSMUST00000068700","ENSMUSG00000066357","ENSMUSG00000066357.7","ENSMUST00000068700.7","9","Wdr6","Wdr6","ENSMUSG00000066357","Wdr6","83669","Mm.335454/Mm.481124","Mm.335454/Mm.481124","9","108572313","3","adrenal_gland/amygdala/hypothalamus/min6/pituitary/retina/retinal_pigment_epithelium","hypothalamus"
"2","1415810_at",0.423010362681245,10.2281711452267,4.63206148486986,0.000145655662268598,0.00247994927846875,0.0195111799340699,"ENSMUST00000001258","ENSMUSG00000001228","ENSMUSG00000001228.15","ENSMUST00000001258.15","17","Uhrf1","Uhrf1","ENSMUSG00000001228","Uhrf1","18140","Mm.42196","Mm.42196","17","56303321","3","bone/bone_marrow/C2C12/C3H_10T1_2/common_myeloid_progenitor/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/mega_erythrocyte_progenitor/mIMCD-3/neuro2a/nih_3T3/osteoclasts/RAW_264_7/stem_cells__HSC/testis/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD8+","thymocyte_DP_CD4+CD8+"
"6","1415922_s_at",0.499169818110548,11.8199407702072,4.72546556113193,0.000116704944948468,0.00207365925343042,0.242059817085313,"ENSMUST00000062356","ENSMUSG00000047945","ENSMUSG00000047945.7","ENSMUST00000062356.7","4","Marcksl1","Marcksl1","ENSMUSG00000047945","Marcksl1","17357","Mm.424974/Mm.443445/Mm.482672","Mm.424974/Mm.443445/Mm.482672","4","129513581","3","amygdala/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/mIMCD-3/neuro2a/ovary/uterus","macrophage_bone_marrow_2hr_LPS"
"7","1415978_at",0.543611441304515,8.52825427566286,4.79011946296263,0.000100135258719142,0.00183938597776767,0.396013698910782,"ENSMUST00000071134","ENSMUSG00000062380","ENSMUSG00000062380.5","ENSMUST00000071134.4","8","Tubb3","Tubb3","ENSMUSG00000062380","Tubb3","22152","Mm.40068","Mm.40068","8","123411424","4","amygdala/C2C12/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/hippocampus/hypothalamus/min6/neuro2a/nucleus_accumbens/olfactory_bulb/osteoblast_day5/placenta/spinal_cord/testis","dorsal_root_ganglia"
"8","1416006_at",0.8396181082067,12.2068247785835,7.99641188082557,8.68248375734154e-08,4.56600617593744e-06,7.57337530896249,"ENSMUST00000128152","ENSMUSG00000040479","ENSMUSG00000040479.13","ENSMUST00000128152.8","2","Dgkz","Dgkz","ENSMUSG00000040479","Dgkz","104418",NA,NA,"2","91932824","2","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia","dorsal_root_ganglia"
"10","1416122_at",0.511923922876401,11.5303891918574,4.868556167837,8.31855280975014e-05,0.00161444294263038,0.582639885930494,"ENSMUST00000000188","ENSMUSG00000000184","ENSMUSG00000000184.13","ENSMUST00000000188.12","6","Ccnd2","Ccnd2","ENSMUSG00000000184","Ccnd2","12444","Mm.333406/Mm.419305/Mm.470611","Mm.333406/Mm.419305/Mm.470611","6","127125779","1","3T3-L1/adrenal_gland/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/osteoblast_day14/osteoblast_day21/osteoblast_day5/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","osteoblast_day5"
"11","1416214_at",0.49483817806521,10.7967732328963,4.76956574747273,0.000105127792263506,0.00191329921590097,0.347081605896088,"ENSMUST00000023353","ENSMUSG00000022673","ENSMUSG00000022673.6","ENSMUST00000023353.4","16","Mcm4","Mcm4","ENSMUSG00000022673","Mcm4","17217","Mm.1500/Mm.472867","Mm.1500/Mm.472867","16","15623897","2","bone/bone_marrow/C2C12/common_myeloid_progenitor/dendritic_cells_lymphoid_CD8a+/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/granulo_mono_progenitor/macrophage_bone_marrow_0hr/mega_erythrocyte_progenitor/mIMCD-3/nih_3T3/NK_cells/osteoclasts/RAW_264_7/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","mega_erythrocyte_progenitor"
"12","1416239_at",-1.1053717154589,8.39077248310046,-8.10838216548544,6.95028901701964e-08,3.7149864491791e-06,7.80147407493255,"ENSMUST00000102840","ENSMUSG00000076441","ENSMUSG00000076441.10","ENSMUST00000102840.5","2","Ass1","Ass1","ENSMUSG00000076441","Ass1","11898","Mm.3217/Mm.406445","Mm.3217/Mm.406445","2","31470207","3","3T3-L1/C2C12/C3H_10T1_2/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/kidney/liver/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/osteoblast_day14/osteoblast_day21/osteoblast_day5/placenta/T-cells_CD4+","liver"
"13","1416242_at",-0.433865719737561,8.10008248535197,-4.66763512566346,0.00013386068618466,0.00229109064202144,0.10428488111124,"ENSMUST00000115317","ENSMUSG00000036782","ENSMUSG00000036782.14","ENSMUST00000115317.9","X","Klhl13","Klhl13","ENSMUSG00000036782","Klhl13","67455",NA,NA,"X","23219271","3","amygdala/dorsal_striatum/embryonic_stem_line_V26_2_p16/hypothalamus/nucleus_accumbens/osteoblast_day14/osteoblast_day21/placenta/spinal_cord/umbilical_cord","placenta"
"18","1416298_at",-0.819544308444809,7.21712402165353,-6.4447839197397,2.25303764669731e-06,8.25396544613097e-05,4.24300313899527,"ENSMUST00000144917","ENSMUSG00000017737","ENSMUSG00000017737.3","ENSMUST00000144917.2","2","Mmp9","Mmp9","ENSMUSG00000017737","Mmp9","17395","Mm.4406/Mm.391876/Mm.421585","Mm.4406/Mm.391876/Mm.421585","2","164940780","3","bone/bone_marrow/granulocytes_mac1+gr1+/microglia/osteoclasts/T-cells_foxP3+","osteoclasts"
