"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1347","1417484_at",-4.21775014194636,7.31642456852072,-41.3509360696779,1.66210555589167e-21,1.08385903299696e-17,36.8333986992123
"4764","1422908_at",-2.22270220821402,7.14742120930635,-24.6410959140431,6.57646952664967e-17,1.83859127699776e-13,28.3285060000806
"3","1416677_at",-2.36778015934925,7.78069295789933,-24.3359205507103,8.45847850175324e-17,1.83859127699776e-13,28.1046482950399
"222","1423556_at",-1.76952134161178,6.85506203887805,-20.6399239512906,2.30602087529159e-15,3.75939053194412e-12,25.0959088198079
"439","1421114_a_at",-1.73671525768434,6.96484775876721,-19.9909933949959,4.3553322913428e-15,5.68022437436928e-12,24.5039512774464
"415","1426650_at",-2.16163565997505,7.55215111928858,-19.2732483739234,8.99656403619841e-15,9.7777656800083e-12,23.8240232322236
"5336","1424485_at",-1.44778584274782,6.8731817429178,-17.216106805431,8.29733450520687e-14,7.38929604859867e-11,21.7140976451599
"68","1448730_at",-1.49603996047956,7.26991472428592,-17.1383285404672,9.06523054574289e-14,7.38929604859867e-11,21.6292458782
"2312","1428079_at",-1.73029940013366,8.72390272177016,-16.8317364893162,1.28944645914213e-13,9.34275595562869e-11,21.290908324967
"198","1431808_a_at",-1.80370550851837,7.06486393677633,-16.7030605310968,1.49744456710239e-13,9.76483602207471e-11,21.1470451976715
"3774","1448975_s_at",-1.19261579395651,6.47146623221585,-16.1298281800355,2.95153339365643e-13,1.660321627171e-10,20.49236219517
"219","1427115_at",-1.54513296184527,8.4500342239699,-16.1010876367065,3.05533806564208e-13,1.660321627171e-10,20.4589317403862
"2109","1448506_at",-1.5697648373185,7.69007838198326,-15.2031908913992,9.24618739986024e-13,4.63802984880682e-10,19.3840153480065
"6209","1415960_at",-1.63042826197704,7.20513288828839,-15.1329313391048,1.01064717294220e-12,4.70745015339723e-10,19.2973339754091
"761","1448852_at",-1.78533267294516,7.59505512273713,-14.8436427293774,1.46314652161233e-12,6.36078564495599e-10,18.9363461761745
"4523","1417950_a_at",-1.68640114480049,9.5960786606682,-14.7760131477435,1.59672752482171e-12,6.50766261835147e-10,18.8509946193854
"2393","1426851_a_at",-1.53185680414221,6.83104043906634,-14.5385483582652,2.17577434292836e-12,8.34601440602108e-10,18.5483680096366
"2423","1418239_at",-1.4034758564507,7.13122018994684,-14.4708349922053,2.37830210776812e-12,8.6160600248644e-10,18.4612266731379
"685","1427168_a_at",-1.5255397456651,7.9654887482901,-14.3374031886044,2.83709811489202e-12,9.73721937221624e-10,18.2883961467377
"113","1419527_at",-1.2043214247699,6.83199965981581,-14.2303969158634,3.2714170251305e-12,1.0666455210438e-09,18.1487145716296
"1262","1416649_at",-1.53740491901477,8.74471177063543,-14.1767588520102,3.51470395296254e-12,1.09139926082232e-09,18.0783328604577
"1496","1423944_at",-1.78921398155591,7.58398846301134,-13.5952739500083,7.76148051430969e-12,2.30057338335516e-09,17.2993283254919
"2387","1420525_a_at",-1.19329902950785,6.68370839994876,-13.2255909602478,1.30291622679346e-11,3.69405074561745e-09,16.788345439805
"5463","1418769_at",-1.17764256399068,7.596254051856,-12.8691880579147,2.17071728599926e-11,5.89801975916714e-09,16.2836619342525
"4514","1423760_at",-1.48570745053376,8.22234029817734,-12.8142031109999,2.3509047045732e-11,6.13209983140874e-09,16.2047206767248
"721","1418680_at",-1.31513568918367,7.17571438310865,-12.6366360908606,3.04702236830379e-11,7.64216648604192e-09,15.9477816187538
"6146","1460258_at",-1.4634059928662,7.82019805660091,-12.5975187596512,3.22742391786281e-11,7.79482643273459e-09,15.8907632198942
"2852","1422652_at",-1.22497098920141,6.72995800168991,-12.5655875087675,3.38292345773965e-11,7.87858709568581e-09,15.844107297187
"4367","1427789_s_at",-1.04570257465827,7.07269718120217,-12.399422416775,4.32807020564436e-11,9.73218821069203e-09,15.5996783096555
"4506","1428005_at",-1.154517783737,6.826352206661,-12.2099801805807,5.74970167908388e-11,1.2497934883102e-08,15.3176133569583
"1463","1449827_at",-0.989621345478855,7.07436657616012,-11.9611748250673,8.39257395676972e-11,1.76541854103533e-08,14.9415617640065
"303","1416729_at",-1.56445217482642,8.25479812719568,-11.8184280649237,1.04545171262382e-10,2.11967122870972e-08,14.7228880156907
"988","1422674_s_at",-0.98456004947717,6.87475921387047,-11.8018089182627,1.07267521158443e-10,2.11967122870972e-08,14.6972889344998
"5911","1422851_at",1.41516952791515,11.3365152831798,11.749217429033,1.16379302972137e-10,2.19169891043568e-08,14.6160863890354
"240","1422920_at",-1.02411135968924,7.38685881331919,-11.7255565976205,1.20738101918994e-10,2.19169891043568e-08,14.5794570807729
"1105","1418897_at",-1.28663905487731,8.19658682542619,-11.7241873356152,1.20995492678553e-10,2.19169891043568e-08,14.577335492026
"3631","1415832_at",-1.6165225921163,7.80019077389911,-11.6133095321476,1.43856540999663e-10,2.53537433475352e-08,14.4048676737881
"2113","1424758_s_at",-1.27258175062158,7.12970898685203,-11.5662199994799,1.54885965018295e-10,2.6579246786429e-08,14.3312190079809
"2877","1437355_at",-1.14897915949921,7.46301249481001,-11.5036576351006,1.70917596453703e-10,2.79183286364585e-08,14.2329974070064
"756","1418735_at",-1.07519225355502,7.10656596966743,-11.490606916162,1.74474299120472e-10,2.79183286364585e-08,14.2124541666649
"912","1418311_at",-0.919520387579714,6.53334837877276,-11.4867751945806,1.75533119781444e-10,2.79183286364585e-08,14.2064190824698
"3032","1436888_at",1.57410076980127,7.21139602650513,11.3571447750146,2.15594312947823e-10,3.34735836841131e-08,14.0012958704879
"1075","1419407_at",-1.18490767501117,6.97603139199773,-11.3141201264745,2.30905767841429e-10,3.50171281882315e-08,13.9328044260318
"6026","1453047_at",-0.996179485896862,7.22433138273931,-11.1378248325428,3.06481486686692e-10,4.54219494246345e-08,13.6499986339042
"1540","1417979_at",-1.29681674310885,7.12300920632752,-10.9847513286523,3.92941930726859e-10,5.69416517837744e-08,13.4015976659597
"160","1451191_at",1.06243146421702,10.5477143184539,10.8589313190613,4.82893539779774e-10,6.72234179526166e-08,13.1954147698302
"6152","1419669_at",-1.23482427530278,7.52268732145422,-10.8568979608206,4.84511676701883e-10,6.72234179526166e-08,13.1920676837542
"1260","1420551_at",-0.928332060645721,7.12981899240338,-10.8354055000471,5.01964141117518e-10,6.81939200880694e-08,13.1566599176059
